Star Rating,Comment
5,"Máy dùng cùng lúc 34 ứng dụng có hiện tượng giật nhẹ, nhưng xét về dòng máy phổ thông đáp ứng rất tốt nhu cầu như mạng xã hội hoặc điện tử nhẹ. Về máy ảnh ở mức ổn, máy ảnh trước làm đẹp ổn tròn tầm giá nhưng cảm giác có lớp sương nhẹ. Màn hình ở mức 8/10 màu có một số màu hơi lệch thực tế. Tóm lại máy điểm mạnh là sạc nhanh. Pin ổn nhu cầu cơ bản tốt Ram và Rom đủ dùng. Điểm yếu cấu hình đủ đáp ứng như cầu cơ bản Camera hơi lệch màu và màu nhạt. Pin tụt hơi nhanh so với các dòng máy Xiaomi Hay Readmi , Realmi. Khung viền Dùng mới 2 tháng có hiện tượng Oxy hóa"
1,Mic nói chuyện rất rè. Đặt xuống nói chuyện người bên kia không nghe gì. Mặc dù không có gì che khuất. Đã đổi máy mới nhưng không cải thiện. Quá thất vọng
4,Mới dùng thì thấy ổn.
5,Tốt lắm nha mọi người. 
4,"Tốt trong tầm giá, pin tôt. Dùng cũng ổn ,1 tuần sử dụng không có vấn đề gì"
3,Mình cần hỗ trợ
4,Dùng ổn
4,"Mượt, pin thì quá trâu"
5,Sản phẩm dùng tốt
1,"Máy có nhiều lỗi vặt, cảm biến vân tay hoạt động không ổn định. Pin khá tốt."
2,Mình mua điện thoại A18 này có chương trình bốc thăm trúng thưởng mà tại sao không tư vấn mình
3,Quản trị viên cho mình biết cách tắt nguồn của máy này với. Tắt mãi mà không được
4,"Mình mới mua hôm qua 3,2 triệu. Nay giảm giá còn 2,9 triệu thôi."
4,Tất cả điều ổn
5,Sử dụng tuyệt vời
4,Thế Giới Di Động có đổi trả không ạ em muốn đổi lên từ 64GB lên 128GB
2,"Mình khuyên mọi người nên cân nhắc trước khi mua máy cực kì đơ và giật, bắt mạng cực kì kém mua dùng được 3 ngày nhức hết cả mắt. Bây giờ trả lại mất 20% phí gần cả triệu rất hối hận khi mua Oppo."
5,Tốt
5,Ổn và dùng khá hợp với mình. 
5,"Pin trâu, mượt, chụp ảnh đẹp. "
3,Mình đã mua máy tại Thế Giới Di Động bằng số điện thoại này tại sao không có tin nhắn gửi về đã mua hàng nhỉ.
5,"3.2 triệu thì không chê được gì, chơi Pubg, Liên quân lâu lâu đơ thôi chứ trong trận khá mượt. Pin xuống 30% cắm sạc là vừa chơi liên tục 4 tiếng là đầy"
5,Sản phẩm dùng rất ổn loa to hút mạng mạnh máy mượt thiết kế đẹp rất hài lòng với sản phẩm. 5 sao cho Oppo A18 nhân viên nhiệt tình với khách
3,Bắt mạng yếu.. còn lại khá ổn
5,Màn hình hiển thị sắc nét và tươi tắn
5,"Máy mượt, màn hình sáng, mua cho mẹ sử dụng thấy rất tốt"
4,"Theo đánh giá của mình qua 1 tuần sử dụng, con máy này êm, mượt mà, nhưng hơi tụt pin khi không sử dụng gì cả"
5,"Mua cho con lên lớp 10 dùng tốt , loa to nhé không bị đơ ạ. "
2,Mình mua hơn 1 tháng rồi. Trong tháng qua pin dùng rất ổn. Nhưng khoảng 1 tuần nay pin tụt rất nhanh. Máy không sử dụng từ 21 giờ tới 5 giờ sáng mà pin tụt mất hơn 20% mặc dù mình đã tắt mạng 4G hết. Và đóng tất cả ứng dụng chạy ngầm. Không dùng mà đã tụt pin vậy rồi. Còn dùng thì tụt gấp mấy lần. Mong bộ phận kĩ thuật liên hệ hỗ trợ ạ.
3,"Mình mua từ đầu tháng 4. Giờ là 9/5 hiện tại sạc pin nhưng không vào, mình dùng củ sạc sạc máy khác vẫn được nhưng sạc điện thoại này thì nó không vào, pin mình có dùng bông khô để lau qua rồi nhưng vẫn không được."
5,Máy dùng tốt trong tầm giá mà giá mua cũ còn bảo hành dài
3,"Máy mình dùng hơn 1 tuần vẫn rất tốt. Chắc do máy giá rẻ nên là đôi lúc có hơi khựng 1 chút nhưng tổng quan dùng vẫn mượt. Chơi điện tử ổn. Màn hình hiển thị tốt. Dùng cơ bản ổn. Tuy nhiên, mình xin góp ý về dịch vụ, hôm mình đi có 2 bạn tư vấn máy cho mình, mình cảm thấy không hài lòng với việc 1 bạn đã bóc seal máy mình mua, dù máy giá rẻ nhưng mà mình mua mình trả tiền thì bạn nhân viên lấy quyền gì mà tự ý mở máy, bóc cho mình dù mình không nhờ. Đáng lẽ bạn ấy phải hỏi mình có cần hay không chứ, bóc xong tự mở máy cài đặt cho mình luôn, mà mình thật sự không cần. Mong bên phía Thế Giới Di Động khắc phục tình trạng này."
4,Với giá tiền tầm hơn 2 triệu thì cũng tạm được
5,"Điện thoại dùng rất tốt , lướt mượt"
3,Máy dùng được 1 khoảng thời gian thì đơ máy
4,Mới mua được 2 tuần xuống 200 nghìn. Cho mẹ dùng nhưng thấy ổn đấy mỗi tội không ưng lắm
3,"Sao loa Redmi 13C ấn đến nửa âm lượng mới rõ tiếng, loa bé quá, có cách nào khắc phục không. "
1,"Lần đầu mua đổi 1 con rồi. Lý do lỗi màn hình. Treo máy. Nhân viên giải quyết nhanh lẹ. Nhưng điện thoại thì chán ồm. Đổi con mới bóc hộp luôn mà. Dùng tầm 1 tiếng màn lại lỗi tiếp. Mua máy khác. Dùng cho rồi Xiaomi chán coi youtube thôi cũng đơ, khựng khựng mỏi cả mắt Xiaomi lần đầu cũng như lần cuối. "
3,"Dùng tốt. Pin lâu. Mà màn hình sao màu sắc vàng, tối, không sáng như con Samsung J7 cũ của mình coi mỏi mắt quá. Đổi loại khác mất 20% trong 1 tháng đúng không?"
5,Điện thoại đẹp. Hoàn thiện tốt. Nghe gọi ổn. Chụp ảnh đẹp. Pin trâu. Cảm ơn Thế Giới Di Động.
5,"Máy ổn, giá tốt."
5,Tốt dùng 3 tháng vẫn mượt bảo hàng 18 tháng quá ngon tầm giá.
5,"Tầm giá này là ổn rồi, thiết kế đẹp"
3,"Em mới mua con Redmi 13C, sử dụng được vài tháng, giờ cần bán lại ạ"
4,"Đẹp, khá ổn trong tầm giá."
5,Quá là mê.
2,"Vừa mua về thì làm rơi vỡ màn hình, gửi hãng thay màn hình thì keo dính tùm lum, viền thì chỗ có keo chỗ không có keo. Gửi đi khắc phục thì mãi không thấy báo lại gì."
5,Quá ổn rồi
3,"Đang dùng củ sạc 18w , lúc thì báo sạc nhanh. Lúc thì không sạc nhanh được đến chịu, dù đã thử đổi sang củ sạc và dây khác"
3,"Tôi mua máy dùng vài ngày đầu cảm thấy hơi bị đơ một chút, nhưng sau mấy ngày sử dụng thì cũng đỡ hơn. Nói chung với tầm giá đó thì tạm ổn, không quá xuất sắc. "
5,"Máy dùng êm nha. Mạng xã hội dùng mượt mà, chơi điện tử thường xuyển cũng ổn. Xứng đáng giá tiền"
4,"Khi chơi điện tử thì nút ngồi trong điện tử bị khựng bấm lúc được lúc không, mà khi thử cảm ứng màn hình lại cho ra kết quả bình thường là tại sao?"
5,"Máy bên ngoài đẹp, thích hợp cho người lớn tuổi lướt mạng như Youtube, Facebook,... Nói chung đều mượt, chụp ảnh cũng khá đẹp."
1,Quá buồn quá tệ. Dùng rất kỹ mới mua 10 ngày thì sạc không vô. Ra cửa hàng thì nhân viên nói mang ra hãng kiểm định lỗi mới được đổi mới. Phiền phức vô cùng. Chẳng hỗ trợ được gì người già ngu công nghệ mà phải chịu thiệt thòi. Khuyên mọi người tránh xa.
5,Quá êm cho 1 cuộc tình
3,Máy sập nguồn khi tắt.
4,"Điện thoại không sáng màn hình khi đang gọi rồi nhất ra khỏi tai, cảm biến tiệm cận không hoạt động. Bị lỗi"
1,"Redmi 13C của mình lỗi, mà phản hồi cho bên cửa hàng không liên lạc như nào đấy. "
5,"Máy tốt, xử lý nhanh, máy ảnh thì hơi tối, mới mua 1 cặp cho phụ huynh, nói chung ổn trong tầm giá"
2,"Máy chạy chậm, mạng kém"
4,Mới mua chạy ngon
4,Mới mua thêm chiếc này hôm qua mà hôm nay lại giảm giá nữa. Biết thế chờ hôm nay mua rồi.
3,Mình mới mua.
5,"Tốt, dùng ổn "
5,Máy chạy mượt. Máy ảnh chụp đẹp rõ nét.
1,"Hôm trước mình có mua máy này tại Thế Giới Di Động, bạn nhân viên tư vấn có tư vấn cho mình mua thêm sim ITel thời hạn 6 tháng mỗi ngày có 5G tốc độ cao. Nhưng sau khi về dùng thì được tổng đài ITel cho biết gói cước chỉ là 5G tốc độ cao một tháng. Cố tính tư vấn sai để khách mua hàng. Làm ăn gian dối. Không thể chấp nhận được."
1,"Điện thoại tự kết thúc cuộc gọi, rất khó chịu"
5,Dùng một thời gian thấy máy dùng vẫn ổn áp với giá thành sản phẩm.
2,"Mình mua máy này cũng thấy không phải máy nguyên seal, tin tưởng nên mình đã lơ là kiểm tra, về nhà mở ra thấy máy như kiểu đã sử dụng rồi, có cài các ứng dụng sẵn như Baomoi, Zalo. Mình không nghĩ là máy nguyên seal, rom gốc của hãng lại có những phần mềm này cài sẵn, mình sẽ kiểm tra với những nơi bán khác xem sao."
5,Chất lượng sản phẩm tuyệt vời
3,Ai chỉ mình cách cài đặt âm thanh trên Redmi 13C với. Đang dùng tự dưng tịt hết cả âm lượng. Trong khi volume vẫn mở hết cỡ mà ko có tiếng. Phải khởi động lại máy mới có âm thanh
5,Ngon nhầ tầm giá.
3,Máy chạy chậm chỉ dùng cơ bản.
3,"Mới dùng chưa được 1 tháng, chưa có cảm nhận."
5,Hiện tại dùng ổn
1,Dùng được 2 tháng giờ mới để ý bị loang vệt ở mặt lưng 2 chấm. Giờ bảo hành được không mọi người ơi?
3,"Pin tụt nhanh, hỗ trợ kiểm tra pin giúp mình với. "
4,Hiện tại mình dùng thấy ổn. 
2,"Pin quá yếu, dùng nóng hết cả máy, thua cả máy cũ của mình. Nhân viên xử lý không được nhiệt tình. "
5,"Mọi thứ đều rất ổn, không nóng như mình nghĩ, mình bỏ túi quần đứng phơi nắng gần 3 tiếng đặc thù công việc, ấm nhẹ, còn con S22 Ultra nó nóng rõ rệt. Pin cũng không tụt lắm, để qua đêm tụt 1 hoặc 2 %. Chơi điện tử thì tối ưu cực tốt, mình bật điện tử ngủ quên, nó tự động giảm độ sáng chứ không khóa màn hình, 5 tiếng sau tụt có 20% hơi ấm chút thôi, đủ biết nó trâu như nào, chứ con S22 là nó tụt gấp đôi. Riêng bút S Pen chắc cỡ S23U thôi, không cải thiện gì khác, đủ dùng. Nhân viên ở Số 1 Hùng Vương, Cam Ranh , Khánh Hòa hỗ trợ rất nhiệt tình, rất hài lòng."
5,"Sản phẩm đẹp, không chê vào đâu được"
1,"Chụp hình xấu, kết nối mạng yếu. "
5,Điện thoại dùng ổn.
3,"Pin dùng không như mong đợi, để chế độ tiết kiệm pin và hiệu năng thấp vẫn tụt nhanh hơn định mức."
3,"Máy mình để không bị tụt pin và dùng thấy pin nhanh hết hơn so với mức định pin, mong Thế Giới Di Động có thể hỗn trợ mình ạ"
1,Chụp hình xấu dã man. Có lúc xem phim giật. Quá thất vọng
2,"Cái ốp lưng tặng quá tệ, dùng có vài ngày nó xước hết viền luôn. Tiếc cái viền"
3,"Cái ốp lưng thật là tệ, làm mất giá của máy. Thà ko tặng còn hơn"
3,"Khóa vân tay dở tệ . Không dùng cường lực mà mở lên mở xuống không được. Thua A54, tay bẩn mở vẫn ok. Trải nghiệm tệ. Biết vậy chuyển 15promax"
5,"Điện thoại mình dô chơi điện tử lâu lâu nó cứ xuất hiện mấy đường sọc chớp nhoáng tầm 2 giây rồi mất, lỗi này có được đổi điện thoại mới không ạ? Mình chưa thấy ai bị lỗi này ở S24U. Mình mua điện thoại mới được 8 ngày."
4,Dùng được 1 tháng rồi mọi thứ tốt. Nhưng khi sử dụng ngoài trời thì máy nóng quá.
5,"Toàn thấy chê nhỉ. Đây mua máy về dùng ưng ơi là ưng, pin tốt. Máy mát, mượt, chụp ảnh đẹp. "
1,Ốp tặng kèm rởm bụi vào xước dăm hết cả viền.
3,Dùng không tốt lắm. Hoàn thiện kém và màn hình thì tệ hơn cả A73 cũ của mình
3,"Tôi thấy chưa cải tiến về khóa vân tay, tôi đang dùng mấy cái Samsung rồi, khóa vâng tay không nhạy gì hết, vẫn thua iPhone chỗ khóa vâng tay"
2,Mua giá cọc mà còn mắc hơn lúc mua trực tuyến.
1,1 sao vì phần quà tặng ốp lưng quá tệ ốp thì cứng lắp vào thì cào xước hết phần thành của điện thoại. Thế Giới Di Động không kiểm tra phần quà tặng trước khi tặng à
1,"Màn mình S24U năm nay xấu tệ, chụp ảnh bị ồn nhiều, pin nhanh hết, tóm lại thua S23U rất xa. Hối hận khi mua S24U"
5,"Có chức năng gọi điện, truy cập mạng, chụp hình ảnh, quay video. Có thể tải Zalo về để gọi điện. Phát mạng tốc độ cao."
1,"Đặt cọc để sở hữu sớm mà giá cao hơn không cọc, lại còn không được tặng tai nghe nữa, quá chán. Thế Giới Di Động làm ăn kiểu này sẽ sớm mất hết khách hàng"
5,Camera phóng gần bị lỗi lệch chủ thể có được đổi máy không vậy?
1,"Sao trên này báo một ngày, mà ra cửa hàng lại là 1 ngày khác vậy?"
3,"Giờ được tặng tai nghe, mới mua 2 bữa trước không có tặng. Vậy giờ có được tặng thêm không vậy?"
3,"Đặt cọc trước mà giá còn cao hơn không cọc, không hiểu Thế Giới Di Động làm ăn kiểu gì. "
1,"Đặt cọc trước, là 1 trong những người đầu tiên sở hữu bản thương mại mà giờ mua trực tuyến giá còn rẻ hơn lại có thêm quà nữa. Nay cạch Thế Giới Di Động luôn"
4,"Mua đặt cọc mà giá đắt hơn cả không cọc. Cách nhau có 1 tuần mà giá cách nhau 5 triệu. Thế này thì lần sau sang chỗ khác mua thôi, từ bỏ Thế Giới Di Động luôn"
1,Tôi mua 3 cái. Đặt cọc trước. Giảm tổng 6 triệu. Mà bây giờ giá và quà tặng còn giá trị hơn cả việc đặt cọc trước. Tôi không hiểu chính sách bán hàng của Thế Giới Di Động như thế nào nữa?
1,Mua không hề có giảm giá 3 triệu khi cọc nhé mà chỉ bằng giá ngưòi mua bình thường không cọc thôi. Lần sau mọi ngưòi nên xem xét việc mua ở Thế Giới Di Động. 
1,Mua đặt cọc mắc hơn mua không cọc.
5,"Máy đẹp, chất liệu bền, chụp ảnh xa, lướt mượt, tính năng AI khá hay. Dùng tốt nha"
3,"Mình mới mua máy hôm 24/5 mấy hôm đầu dùng ổn, nhưng mấy hôm nay mạng rất chập chờn, lúc được lúc không bật 4G lại dùng bình thường. Rất rất bực mình khi lướt mạng. "
4,Nhân viên hôm mình ra lấy hàng không nhiệt tình như ở các cơ sở khác. Điện thoại dùng ổn phù hợp với mấy bạn tay bé như mình. 
4,Mà sao Iphone của em sóng nhà mạng nó có 1 cục hoài vậy ạ?
5,Thái độ phục vụ tốt!
3,15 pro của mình không thể tắt tự chỉnh độ sáng. Tắt True Tone nhưng độ sáng vẫn tự điều chỉnh. Đây là lỗi sản xuất hay tại sao nhỉ?
3,"Mau hết pin, gọi điện thoại bật camera máy rất nóng. "
3,Đôi khi còn hơi đơ. 
5,Cảm ơn hiện tại mấy vẫn rất mượt.
